1.0993	-0.22707	-0.12895
-0.10785	0.98345	-0.17087
-0.41523	0.64566	0.29859
-0.68002	0.14931	0.07926900000000001
0.33211	0.53704	-0.21741
0.41588	0.2956	0.26816
0.7256	-0.5656099999999999	0.37955
-0.57377	-0.16022	-0.59834
0.73276	0.4359	-0.22752
1.2981	-0.29395	0.003653
-0.46403	1.28	-0.89762
0.41143	-0.31892	-0.72671
-0.025898	1.0426	-0.1467
0.10482	1.0504	-0.34625
1.2673	-0.54472	0.0077095
1.0097	-0.66442	0.20414
0.38405	0.55157	-0.18745
1.2508	-0.4846	-0.12805
0.44073	-0.65343	-0.22736
-0.099816	0.26672	0.12297
-0.078058	0.36467	0.11962
0.99407	0.24021	0.12531
-0.739	-0.24311	-0.37238
-0.48602	1.0986	-0.6168
-0.47989	0.39041	-0.29712
-0.50243	1.1063	-0.63936
-0.83471	-0.55232	-0.35366
-0.10637	0.73753	-0.041531
-0.43946	0.78611	-0.69595
-0.52703	0.13371	-0.51828
-0.45823	0.61814	0.32487
0.97332	-0.1335	-0.29297
0.61417	-0.67406	0.43379
1.0666	0.018082	-0.061456
-0.74391	-0.08354200000000001	0.11469
-0.435	0.12294	0.29027
-0.68684	0.034785	-0.48183
0.69362	-0.086337	0.4828
0.17011	-0.00053103	0.42108
0.36829	0.25822	0.27993
0.10648	1.3652	-0.35639
-0.61216	0.29361	-0.19361
-0.6623	-0.1801	0.20288
-0.70458	0.15673	0.025395
-0.56443	-0.32233	-0.33912
-0.33363	0.73878	-0.15507
0.13632	0.17864	-0.69153
-0.29786	-0.48526	-0.94233
1.0249	0.1828	0.054304
-0.43628	0.31275	-0.36623
-0.69262	-0.46858	-0.67814
0.55832	0.034762	-0.57115
-0.65867	0.3361	0.22268
-0.70792	0.15893	0.1711
1.0858	-0.16193	0.10505
0.078885	0.23657	-0.61864
-0.70669	0.2303	0.15666
0.21298	0.37008	0.075082
-0.8116100000000001	-0.19352	-0.31237
1.0505	-0.26992	-0.19317
0.10605	0.22663	-0.64383
-0.27109	-0.6921	0.31418
-0.45548	0.25051	-0.37426
0.011597	-0.59933	-0.032558
0.862	0.42023	0.039061
-0.53679	0.64092	0.16524
0.5625	0.42788	-0.33145
0.11803	1.3672	-0.41891
1.2633	-0.53817	-0.037596
0.23885	-0.6506999999999999	0.17428
-0.41694	0.68532	-0.26173
0.064565	-0.21518	0.47351
-0.77904	-0.45768	-0.3088
0.23342	0.4962	-0.28385
-0.36319	0.89902	-0.63685
-0.71039	0.25506	0.10245
-0.58622	0.19066	-0.28225
-0.07112300000000001	0.051686	0.27637
-0.63153	0.31644	-0.13389
-0.38684	-0.6527500000000001	0.13663
-0.60849	0.028101	0.1803
-0.58	-0.48692	0.20392
-0.34169	0.9221	-0.58424
0.73259	-0.73455	0.047998
-0.30262	0.62488	-0.36414
-0.47154	1.0302	-0.5339699999999999
-0.015307	0.21156	-0.64657
-0.55753	-0.23552	-0.50204
0.78067	-0.7286	-0.035622
-0.32607	-0.04758	0.32362
-0.5744	-0.31384	-0.12053
0.6934399999999999	0.31771	-0.34358
0.133	-0.017982	-0.80398
0.8370300000000001	-0.037803	0.4227
-0.62039	0.42389	0.4079
-0.5321	1.187	-0.80932
-0.30342	-0.6258	0.351
0.030881	1.2101	-0.34459
-0.022351	-0.38617	0.30039
-0.53561	-0.67006	0.3148
0.035946	-0.7421	0.48742
0.42029	0.55948	-0.18231
0.98467	0.049797	0.28257
0.023295	0.98732	-0.20339
-0.068429	1.0798	-0.23974
0.97745	-0.59153	0.27278
-0.36353	0.52283	-0.29999
0.13046	1.1632	-0.4144
-0.3896	0.91991	-0.36481
0.96762	-0.40501	0.29281
0.66417	-0.3105	-0.6319
0.87774	-0.07417700000000001	0.38743
-0.16229	-0.7252999999999999	0.47455
0.84512	-0.53805	-0.32246
0.07877000000000001	-0.53069	-0.72968
-0.478	1.0087	-0.52468
-0.51866	1.2508	-0.86877
0.18371	-0.50348	0.50048
-0.8010699999999999	-0.50625	-0.26115
0.051627	-0.53279	0.40639
-0.19066	0.06933599999999999	0.27517
0.44767	0.23495	-0.47682
0.9206299999999999	-0.2416	-0.37534
-0.23706	0.35159	-0.39332
-0.40709	0.08337600000000001	-0.66616
-0.078667	0.6851699999999999	-0.21706
-0.69826	-0.28473	-0.21728
-0.59589	0.55607	0.23071
0.28088	-0.57016	-0.2608
0.05547	1.2367	-0.37091
-0.11696	0.54959	0.07946
-0.31222	0.40058	-0.34998
0.96576	-0.49833	-0.31162
0.49652	0.10992	-0.57143
0.85622	-0.51938	0.34037
1.2466	-0.27414	-0.11777
-0.41746	1.0973	-0.64797
1.1534	-0.4195	-0.25442
-0.82961	-0.0582	-0.13915
-0.51058	-0.37253	-0.63797
0.09446400000000001	0.9527099999999999	-0.30059
-0.19276	0.79136	-0.15521
-0.81777	-0.049389	-0.32413
-0.62734	0.37821	0.0064486
0.82255	-0.39855	0.40917
-0.60287	-0.57339	-0.28108
-0.2796	-0.48639	-0.49185
-0.5937	-0.28316	0.075285
0.497	0.54188	-0.23362
1.0853	-0.66854	-0.0045387
0.54045	-0.76744	0.43048
-0.04251	-0.47228	-0.60988
0.84022	0.43842	0.031
0.045912	-0.08999	0.38618
-0.31215	0.19961	-0.58945
-0.17825	0.20106	-0.5789
-0.41318	0.63479	-0.2784
-0.009084200000000001	-0.6859499999999999	0.52341
0.46156	0.41174	0.18849
-0.0139	-0.11967	-0.84975
-0.4417	1.1933	-0.7823099999999999
0.48812	0.14209	-0.55244
0.63598	-0.55666	-0.55813
1.1171	-0.65559	-0.0044339
0.74239	0.503	0.003878
-0.74819	-0.5092100000000001	-0.061039
-0.05393	0.37693	0.039226
1.0852	-0.43388	0.25225
1.1832	-0.36038	0.20862
0.8352000000000001	-0.72454	0.10797
-0.4563	-0.62884	-0.0049194
-0.58662	0.30437	-0.25048
0.066692	0.24276	0.1654
-0.59141	-0.14318	-0.61763
-0.28412	0.6398	-0.34812
-0.77784	-0.07993400000000001	-0.47141
0.82511	-0.29659	-0.46881
0.36097	0.09310499999999999	-0.6465
-0.03754	-0.22074	-0.82182
0.99129	0.25568	0.08623400000000001
0.78591	-0.7296899999999999	0.099481
-0.14987	0.38614	0.22568
0.62153	-0.76048	0.27557
0.00073895	-0.35654	0.32305
1.0663	0.07240099999999999	0.093523
-0.38067	0.42006	-0.34084
-0.37361	-0.51727	-0.59604
0.039669	-0.52275	-0.78939
-0.19121	0.70042	-0.19721
-0.20671	0.2703	-0.51999
0.37903	0.32804	0.23686
-0.34696	0.65834	0.29537
0.64079	-0.72231	0.058307
0.31296	-0.22457	-0.76594
-0.12872	0.047047	-0.78734
-0.19604	-0.3178	-0.7753100000000001
-0.57234	-0.40377	-0.26732
0.48526	0.56481	-0.11382
0.055563	1.15	-0.21212
-0.08802	0.43383	-0.28886
-0.038509	-0.5361900000000001	-0.31481
-0.27858	-0.59999	-0.20885
1.0529	-0.29017	-0.20986
-0.54633	-0.18661	0.2602
0.10062	-0.046219	-0.82957
-0.72351	-0.52055	0.18909
-0.72619	-0.060216	0.12181
0.46244	0.45152	-0.35099
0.0089248	-0.6054	0.49972
-0.42869	-0.6704599999999999	0.28031
0.8733	-0.48826	-0.32543
0.79847	-0.41227	-0.48302
0.79756	0.40591	-0.20251
-0.64849	0.10725	0.29418
-0.47708	-0.17009	-0.5995200000000001
0.13352	0.068651	0.3244
0.27701	0.2373	-0.5562
-0.45419	0.67186	-0.1105
1.0079	0.21451	-0.034675
-0.34621	0.71852	-0.51894
0.21313	0.22731	0.24498
-0.6297	-0.35694	-0.47332
0.83957	0.29011	-0.26891
-0.37098	0.33555	0.46725
0.16119	-0.64814	0.47605
-0.42291	0.73461	-0.29879
-0.63875	0.1258	0.13324
0.35732	-0.079267	-0.71754
-0.1653	-0.58931	-0.046752
0.56821	-0.13881	0.55155
0.7617699999999999	-0.24651	0.47911
0.012648	0.17714	0.21071
-0.15163	0.69806	0.16295
-0.54118	-0.49906	-0.71629
0.3376	0.28205	0.25201
0.97571	-0.68519	0.18
-0.59785	0.12434	-0.40455
-0.047886	-0.68228	0.53082
1.0372	-0.42908	0.23554
0.304	0.22195	-0.57806
0.05711	1.1731	-0.20858
1.2053	-0.22462	-0.047184
1.0223	-0.07538300000000001	-0.21209
1.0632	-0.35759	-0.26538
-0.11277	-0.63115	0.22741
0.19682	-0.14033	0.54886
0.93691	-0.20192	0.35501
-0.64852	0.31144	-0.097371
-0.8247	-0.18404	-0.31826
0.76463	0.49026	0.024696
0.82421	-0.7322	-0.00062771
-0.53545	-0.25668	-0.54881
-0.1375	0.06909700000000001	-0.74818
-0.09850299999999999	0.78046	-0.25067
-0.40278	0.53815	0.43102
0.48161	-0.76858	0.36096
0.69085	0.32594	0.246
-0.6147	-0.39021	-0.32562
-0.91403	-0.49731	-0.45811
-0.42545	0.7250799999999999	-0.52981
-0.84213	-0.13326	-0.27946
-0.43838	-0.53878	0.2672
0.08434700000000001	0.16448	-0.72681
-0.54752	0.096821	0.27269
-0.47431	0.22492	0.52529
-0.60684	0.42269	0.014573
-0.077123	-0.4805	-0.71278
-0.44362	0.67088	0.20824
-0.47372	0.5529500000000001	0.41246
-0.50856	0.060059	0.23664
0.30522	-0.5363599999999999	-0.39781
0.044666	1.0867	-0.22849
